"","x"
"codex_17450",11111
"codex_17451",6756
"codex_17452",5751
"codex_17453",23204
"codex_17454",5788
"codex_17455",1039
"codex_17456",11216
"codex_17457",14811
"codex_17458",9511
"codex_17459",15302
"codex_17460",12336
"codex_17461",7059
"codex_17462",7308
"codex_17463",520
"codex_17464",16417
"codex_17465",4356
"codex_17466",2283
"codex_17467",13118
"codex_17468",4333
"codex_17469",7975
"codex_17470",12271
"codex_17471",5107
"codex_17472",1216
"codex_17473",10260
"codex_17474",21593
"codex_17475",3634
"codex_17476",10217
"codex_17477",3595
"codex_17478",3664
"codex_17479",6967
"codex_17480",13861
"codex_17481",1456
"codex_17482",2379
"codex_17483",8160
"codex_17484",2620
"codex_17485",3305
"codex_17486",9179
"codex_17487",8152
"codex_17488",10724
"codex_17489",1712
"codex_17490",2872
"codex_17491",10891
"codex_17492",5063
"codex_17493",10387
"codex_17494",4743
"codex_17495",5138
"codex_17496",3376
"codex_17497",1374
"codex_17498",4024
"codex_17499",10777
"codex_17500",11787
"codex_17501",4823
"codex_17502",9898
"codex_17503",13578
"codex_17504",2075
"codex_17505",9043
"codex_17506",9364
"codex_17507",3980
"codex_17508",12594
"codex_17509",10057
"codex_17510",10668
"codex_17511",4453
"codex_17512",6482
"codex_17513",11425
"codex_17514",10021
"codex_17515",4575
"codex_17516",9743
"codex_17517",1887
"codex_17518",15754
"codex_17519",9350
"codex_17520",15058
"codex_17521",8263
"codex_17522",9189
"codex_17523",9868
"codex_17524",9470
"codex_17525",2183
"codex_17526",9551
"codex_17527",10508
"codex_17528",10068
"codex_17529",9548
"codex_17530",5619
"codex_17531",9218
"codex_17532",9888
"codex_17533",4683
"codex_17534",8947
"codex_17535",9375
"codex_17536",10234
"codex_17537",8923
"codex_17538",5706
"codex_17539",19046
"codex_17540",2532
"codex_17541",4559
"codex_17542",11021
"codex_17543",1753
"codex_17544",9958
"codex_17545",9907
"codex_17546",3344
"codex_17547",2603
"codex_17548",7874
"codex_17549",3815
"codex_17550",18331
"codex_17551",11249
"codex_17552",10234
"codex_17553",12608
"codex_17554",9584
"codex_17555",2878
"codex_17556",8689
"codex_17557",9989
"codex_17558",9713
"codex_17559",11991
"codex_17560",10463
"codex_17561",7743
"codex_17562",7784
"codex_17563",11819
"codex_17564",8807
"codex_17565",10565
"codex_17566",6296
"codex_17567",9350
"codex_17568",949
"codex_17569",5257
"codex_17570",6918
"codex_17571",9488
"codex_17572",4466
"codex_17573",3162
"codex_17574",10129
"codex_17575",9431
"codex_17576",11887
"codex_17577",11101
"codex_17578",9837
"codex_17579",6978
"codex_17580",9956
"codex_17581",11330
"codex_17582",4830
"codex_17583",9660
"codex_17584",1846
"codex_17585",8285
"codex_17586",9668
"codex_17587",6835
"codex_17588",5321
"codex_17589",6529
"codex_17590",6312
"codex_17591",2576
"codex_17592",9317
"codex_17593",9436
"codex_17594",6818
"codex_17595",9823
"codex_17596",1067
"codex_17597",2566
"codex_17598",3638
"codex_17599",8701
"codex_17600",329
"codex_17601",5165
"codex_17602",3846
"codex_17603",10842
"codex_17604",7315
"codex_17605",9734
"codex_17606",11068
"codex_17607",11988
"codex_17608",8645
"codex_17609",6488
"codex_17610",10191
"codex_17611",7779
"codex_17612",10204
"codex_17613",10611
"codex_17614",10041
"codex_17615",9525
"codex_17616",7218
"codex_17617",16590
"codex_17618",10302
"codex_17619",6128
"codex_17620",9169
"codex_17621",3095
"codex_17622",9916
"codex_17623",11353
"codex_17624",7904
"codex_17625",3310
"codex_17626",5568
"codex_17627",10561
"codex_17628",21584
"codex_17629",3665
"codex_17630",6120
"codex_17631",10930
"codex_17632",11889
"codex_17633",8499
"codex_17634",11059
"codex_17635",13280
"codex_17636",9578
"codex_17637",17865
"codex_17638",5810
"codex_17639",16359
"codex_17640",6272
"codex_17641",10273
"codex_17642",11411
"codex_17643",7000
"codex_17644",2710
"codex_17645",11632
"codex_17646",8417
"codex_17647",7921
"codex_17648",2674
"codex_17649",10453
"codex_17650",6240
"codex_17651",9193
"codex_17652",11582
"codex_17653",10129
"codex_17654",16823
"codex_17655",10194
"codex_17656",6229
"codex_17657",6838
"codex_17658",13070
"codex_17659",2208
"codex_17660",11069
"codex_17661",20457
"codex_17662",11170
"codex_17663",7043
"codex_17664",28537
"codex_17665",10714
"codex_17666",10199
"codex_17667",9635
"codex_17668",7796
"codex_17669",4241
"codex_17670",853
"codex_17671",5148
"codex_17672",3864
"codex_17673",6652
"codex_17674",6798
"codex_17675",5066
"codex_17676",7602
"codex_17677",1100
"codex_17678",7445
"codex_17679",7521
"codex_17680",12641
"codex_17681",9001
"codex_17682",18283
"codex_17683",15639
"codex_17684",9249
"codex_17685",8319
"codex_17686",10556
"codex_17687",1720
"codex_17688",14411
"codex_17689",3720
"codex_17690",3893
"codex_17691",8893
"codex_17692",2414
"codex_17693",1604
"codex_17694",23981
"codex_17695",4610
"codex_17696",7236
"codex_17697",8104
"codex_17698",12749
"codex_17699",9818
"codex_17700",11235
"codex_17701",12385
"codex_17702",16465
"codex_17703",7705
"codex_17704",1527
"codex_17705",5946
"codex_17706",7361
"codex_17707",19293
"codex_17708",7006
"codex_17709",6655
"codex_17710",11086
"codex_17711",11611
"codex_17712",10831
"codex_17713",2296
"codex_17714",144
"codex_17715",8014
"codex_17716",6740
"codex_17717",311
"codex_17718",12148
"codex_17719",5104
"codex_17720",9303
"codex_17721",14062
"codex_17722",6772
"codex_17723",6885
"codex_17724",10312
"codex_17725",4664
"codex_17726",7147
"codex_17727",19527
"codex_17728",11162
"codex_17729",10739
"codex_17730",13911
"codex_17731",10138
"codex_17732",3542
"codex_17733",6373
"codex_17734",5380
"codex_17735",9469
"codex_17736",12381
"codex_17737",1542
"codex_17738",688
"codex_17739",16926
"codex_17740",7082
"codex_17741",3564
"codex_17742",9992
"codex_17743",7620
"codex_17744",18211
"codex_17745",10685
"codex_17746",11112
"codex_17747",11915
"codex_17748",10518
"codex_17749",2728
"codex_17750",13003
"codex_17751",4403
"codex_17752",10849
"codex_17753",11913
"codex_17754",6686
"codex_17755",4470
"codex_17756",8084
"codex_17757",8680
"codex_17758",10882
"codex_17759",7163
"codex_17760",6427
"codex_17761",7444
"codex_17762",10636
"codex_17763",11173
"codex_17764",12418
"codex_17765",2091
"codex_17766",2502
"codex_17767",5573
"codex_17768",11591
"codex_17769",6486
"codex_17770",10063
"codex_17771",7998
"codex_17772",7006
"codex_17773",14447
"codex_17774",10248
"codex_17775",13782
"codex_17776",8786
"codex_17777",730
"codex_17778",8080
"codex_17779",7418
"codex_17780",421
"codex_17781",546
"codex_17782",12944
"codex_17783",7170
"codex_17784",11131
"codex_17785",9929
"codex_17786",8222
"codex_17787",5510
"codex_17788",5612
"codex_17789",11163
"codex_17790",14035
"codex_17791",1011
"codex_17792",12443
"codex_17793",14362
"codex_17794",3859
"codex_17795",12511
"codex_17796",10365
"codex_17797",9196
"codex_17798",3212
"codex_17799",4694
"codex_17800",3335
"codex_17801",12416
"codex_17802",9712
"codex_17803",6522
"codex_17804",1439
"codex_17805",2992
"codex_17806",12305
"codex_17807",3321
"codex_17808",10873
"codex_17809",11265
"codex_17810",16513
"codex_17811",12443
"codex_17812",14671
"codex_17813",8808
"codex_17814",11638
"codex_17815",1874
"codex_17816",7751
"codex_17817",11126
"codex_17818",1171
"codex_17819",9686
"codex_17820",3950
"codex_17821",12205
"codex_17822",10899
"codex_17823",17418
"codex_17824",2916
"codex_17825",11212
"codex_17826",7974
"codex_17827",9465
"codex_17828",3379
"codex_17829",5498
"codex_17830",3114
"codex_17831",1024
"codex_17832",11900
"codex_17833",11001
"codex_17834",11634
"codex_17835",10870
"codex_17836",15517
"codex_17837",8100
"codex_17838",11454
"codex_17839",7819
"codex_17840",10885
"codex_17841",12295
"codex_17842",7151
"codex_17843",12191
"codex_17844",11576
"codex_17845",2860
"codex_17846",17956
"codex_17847",11587
"codex_17848",7641
"codex_17849",17083
"codex_17850",8518
"codex_17851",9239
"codex_17852",21060
"codex_17853",12031
"codex_17854",9736
"codex_17855",964
"codex_17856",5446
"codex_17857",6690
"codex_17858",6538
"codex_17859",13509
"codex_17860",11446
"codex_17861",16111
"codex_17862",13941
"codex_17863",13454
"codex_17864",9763
"codex_17865",12409
"codex_17866",12504
"codex_17867",19549
"codex_17868",8601
"codex_17869",846
"codex_17870",6482
"codex_17871",3535
"codex_17872",14143
"codex_17873",7868
"codex_17874",1963
"codex_17875",8668
"codex_17876",4784
"codex_17877",4671
"codex_17878",8908
"codex_17879",6345
"codex_17880",10559
"codex_17881",8923
"codex_17882",15095
"codex_17883",12462
"codex_17884",7946
"codex_17885",3047
"codex_17886",6898
"codex_17887",2054
"codex_17888",11253
"codex_17889",2850
"codex_17890",11881
"codex_17891",4685
"codex_17892",10099
"codex_17893",11382
"codex_17894",6275
"codex_17895",4147
"codex_17896",760
"codex_17897",7776
"codex_17898",12436
"codex_17899",9043
"codex_17900",12051
"codex_17901",7609
"codex_17902",536
"codex_17903",3782
"codex_17904",10305
"codex_17905",6591
"codex_17906",3381
"codex_17907",3801
"codex_17908",7588
"codex_17909",15512
"codex_17910",7446
"codex_17911",10557
"codex_17912",12511
"codex_17913",3287
"codex_17914",4469
"codex_17915",12252
"codex_17916",12839
"codex_17917",5065
"codex_17918",1550
"codex_17919",720
"codex_17920",5450
"codex_17921",19052
"codex_17922",6755
"codex_17923",15007
"codex_17924",10016
"codex_17925",5050
"codex_17926",468
"codex_17927",1350
"codex_17928",11289
"codex_17929",4942
"codex_17930",3501
"codex_17931",18448
"codex_17932",8438
"codex_17933",8374
"codex_17934",13361
"codex_17935",10539
"codex_17936",14732
"codex_17937",19505
"codex_17938",9636
"codex_17939",4634
"codex_17940",11738
"codex_17941",8773
"codex_17942",8626
"codex_17943",3698
"codex_17944",5214
"codex_17945",12198
"codex_17946",4896
"codex_17947",12401
"codex_17948",2268
"codex_17949",8818
"codex_17950",10915
"codex_17951",12635
"codex_17952",9848
"codex_17953",6029
"codex_17954",17953
"codex_17955",7556
"codex_17956",10282
"codex_17957",4759
"codex_17958",15193
"codex_17959",10939
"codex_17960",5210
"codex_17961",7699
"codex_17962",10239
"codex_17963",4011
"codex_17964",11310
"codex_17965",13356
"codex_17966",12119
"codex_17967",4871
"codex_17968",10548
"codex_17969",14787
"codex_17970",2215
"codex_17971",16345
"codex_17972",7702
"codex_17973",3901
"codex_17974",8604
"codex_17975",8583
"codex_17976",13627
"codex_17977",4498
"codex_17978",6311
"codex_17979",8874
"codex_17980",14256
"codex_17981",11096
"codex_17982",23377
"codex_17983",7443
"codex_17984",5654
"codex_17985",9274
"codex_17986",12140
"codex_17987",1677
"codex_17988",379
"codex_17989",9251
"codex_17990",15460
"codex_17991",13118
"codex_17992",10350
"codex_17993",6157
"codex_17994",11969
"codex_17995",19251
"codex_17996",7851
"codex_17997",2378
"codex_17998",8617
"codex_17999",9398
"codex_18000",16891
"codex_18001",8359
"codex_18002",15765
"codex_18003",12699
"codex_18004",8485
"codex_18005",8364
"codex_18006",15662
"codex_18007",5227
"codex_18008",7654
"codex_18009",4462
"codex_18010",11229
"codex_18011",1967
"codex_18012",10010
"codex_18013",9228
"codex_18014",7116
"codex_18015",10073
"codex_18016",5840
"codex_18017",3482
"codex_18018",14905
"codex_18019",5850
"codex_18020",5211
"codex_18021",16819
"codex_18022",13971
"codex_18023",8200
"codex_18024",5214
"codex_18025",12006
"codex_18026",10227
"codex_18027",3906
"codex_18028",11032
"codex_18029",10099
"codex_18030",3148
"codex_18031",13534
"codex_18032",4596
"codex_18033",10267
"codex_18034",3603
"codex_18035",11259
"codex_18036",2232
"codex_18037",3334
"codex_18038",9901
"codex_18039",15136
"codex_18040",9276
"codex_18041",4590
"codex_18042",14704
"codex_18043",12602
"codex_18044",8100
"codex_18045",5800
"codex_18046",9820
"codex_18047",8816
"codex_18048",9914
"codex_18049",9732
"codex_18050",14257
"codex_18051",5317
"codex_18052",10401
"codex_18053",11991
"codex_18054",13998
"codex_18055",4187
"codex_18056",10146
"codex_18057",8336
"codex_18058",1602
"codex_18059",3892
"codex_18060",11549
"codex_18061",5917
"codex_18062",1278
"codex_18063",3436
"codex_18064",15063
"codex_18065",17206
"codex_18066",7137
"codex_18067",8143
"codex_18068",7497
"codex_18069",19978
"codex_18070",18329
"codex_18071",17253
"codex_18072",11755
"codex_18073",7641
"codex_18074",3453
"codex_18075",1514
"codex_18076",9750
"codex_18077",2253
"codex_18078",5952
"codex_18079",5832
"codex_18080",4368
"codex_18081",12952
"codex_18082",4562
"codex_18083",11413
"codex_18084",6061
"codex_18085",10279
"codex_18086",7840
"codex_18087",17068
"codex_18088",2845
"codex_18089",12263
"codex_18090",9879
"codex_18091",10198
"codex_18092",10803
"codex_18093",8646
"codex_18094",11263
"codex_18095",11178
"codex_18096",6751
"codex_18097",2681
"codex_18098",12923
"codex_18099",10224
"codex_18100",12867
"codex_18101",7033
"codex_18102",5773
"codex_18103",10366
"codex_18104",3949
"codex_18105",6427
"codex_18106",7954
"codex_18107",4701
"codex_18108",9355
"codex_18109",6407
"codex_18110",8240
"codex_18111",8995
"codex_18112",6629
"codex_18113",9209
"codex_18114",8027
"codex_18115",3693
"codex_18116",11502
"codex_18117",1802
"codex_18118",9578
"codex_18119",14747
"codex_18120",5467
"codex_18121",811
"codex_18122",9289
"codex_18123",10918
"codex_18124",7456
"codex_18125",13251
"codex_18126",10155
"codex_18127",6243
"codex_18128",7922
"codex_18129",8909
"codex_18130",11562
"codex_18131",10337
"codex_18132",12275
"codex_18133",4248
"codex_18134",7150
"codex_18135",8069
"codex_18136",3450
"codex_18137",5552
"codex_18138",11239
"codex_18139",8262
"codex_18140",13432
"codex_18141",14038
"codex_18142",6005
"codex_18143",8499
"codex_18144",9984
"codex_18145",5196
"codex_18146",14901
"codex_18147",7933
"codex_18148",9203
"codex_18149",11999
"codex_18150",4302
"codex_18151",5118
"codex_18152",1711
"codex_18153",14042
"codex_18154",9902
"codex_18155",9971
"codex_18156",13691
"codex_18157",1857
"codex_18158",14333
"codex_18159",16050
"codex_18160",7207
"codex_18161",13373
"codex_18162",1626
"codex_18163",4081
"codex_18164",13871
"codex_18165",14827
"codex_18166",8672
"codex_18167",6467
"codex_18168",15527
"codex_18169",11789
"codex_18170",5412
"codex_18171",13251
"codex_18172",16025
"codex_18173",5947
"codex_18174",6420
"codex_18175",9369
"codex_18176",3531
"codex_18177",3495
"codex_18178",7717
"codex_18179",7786
"codex_18180",1606
"codex_18181",9578
"codex_18182",2770
"codex_18183",2946
"codex_18184",4398
"codex_18185",4143
"codex_18186",9311
"codex_18187",5720
"codex_18188",5305
"codex_18189",6402
"codex_18190",2918
"codex_18191",4128
"codex_18192",10304
"codex_18193",9378
"codex_18194",14007
"codex_18195",9457
"codex_18196",9754
"codex_18197",4881
"codex_18198",10951
"codex_18199",2872
"codex_18200",12984
"codex_18201",16831
"codex_18202",9735
"codex_18203",10916
"codex_18204",2768
"codex_18205",9238
"codex_18206",10614
"codex_18207",9080
"codex_18208",13812
"codex_18209",8662
"codex_18210",12328
"codex_18211",17742
"codex_18212",7283
"codex_18213",5149
"codex_18214",12565
"codex_18215",6933
"codex_18216",13829
"codex_18217",1834
"codex_18218",5655
"codex_18219",11351
"codex_18220",7123
"codex_18221",8858
"codex_18222",4191
"codex_18223",1583
"codex_18224",3707
"codex_18225",7692
"codex_18226",7243
"codex_18227",7409
"codex_18228",12625
"codex_18229",4316
"codex_18230",5819
"codex_18231",9356
"codex_18232",3131
"codex_18233",5208
"codex_18234",11901
"codex_18235",10137
"codex_18236",8684
"codex_18237",10181
"codex_18238",12551
"codex_18239",9304
"codex_18240",5644
"codex_18241",267
"codex_18242",14046
"codex_18243",3831
"codex_18244",11023
"codex_18245",6719
"codex_18246",9955
"codex_18247",8615
"codex_18248",8990
"codex_18249",10567
"codex_18250",2340
"codex_18251",4978
"codex_18252",7013
"codex_18253",9592
"codex_18254",8569
"codex_18255",6680
"codex_18256",11379
"codex_18257",6660
"codex_18258",8922
"codex_18259",2194
"codex_18260",11138
"codex_18261",7592
"codex_18262",4873
"codex_18263",11606
"codex_18264",5726
"codex_18265",10015
"codex_18266",9150
"codex_18267",10008
"codex_18268",11740
"codex_18269",1996
"codex_18270",4066
"codex_18271",7409
"codex_18272",15624
"codex_18273",6764
"codex_18274",7528
"codex_18275",4165
"codex_18276",6500
"codex_18277",7896
"codex_18278",8428
"codex_18279",6590
"codex_18280",17185
"codex_18281",7615
"codex_18282",8856
"codex_18283",8822
"codex_18284",9135
"codex_18285",4031
"codex_18286",5889
"codex_18287",1174
"codex_18288",7847
"codex_18289",10883
"codex_18290",9878
"codex_18291",7228
"codex_18292",4615
"codex_18293",9979
"codex_18294",1170
"codex_18295",9966
"codex_18296",343
"codex_18297",9883
"codex_18298",12715
"codex_18299",10604
"codex_18300",13047
"codex_18301",12826
"codex_18302",9276
"codex_18303",12102
"codex_18304",8283
"codex_18305",8097
"codex_18306",10548
"codex_18307",8415
"codex_18308",10157
"codex_18309",9584
"codex_18310",7860
"codex_18311",1555
"codex_18312",1371
"codex_18313",9274
"codex_18314",9859
"codex_18315",9189
"codex_18316",2357
"codex_18317",2205
"codex_18318",10945
"codex_18319",12134
"codex_18320",10141
"codex_18321",8512
"codex_18322",4335
"codex_18323",8776
"codex_18324",6821
"codex_18325",15187
"codex_18326",7178
"codex_18327",9440
"codex_18328",8361
"codex_18329",9948
"codex_18330",8417
"codex_18331",17155
"codex_18332",4917
"codex_18333",10148
"codex_18334",17105
"codex_18335",2833
"codex_18336",8956
"codex_18337",1328
"codex_18338",4139
"codex_18339",8817
"codex_18340",10004
"codex_18341",9391
"codex_18342",10534
"codex_18343",1936
"codex_18344",7962
"codex_18345",10402
"codex_18346",2608
"codex_18347",9524
"codex_18348",12078
"codex_18349",9297
"codex_18350",8150
"codex_18351",7909
"codex_18352",8553
"codex_18353",16539
"codex_18354",699
"codex_18355",9739
"codex_18356",10369
"codex_18357",9861
"codex_18358",8883
"codex_18359",10828
"codex_18360",8136
"codex_18361",4149
"codex_18362",3441
"codex_18363",11529
"codex_18364",13675
"codex_18365",6787
"codex_18366",10375
"codex_18367",17180
"codex_18368",15023
"codex_18369",5152
"codex_18370",1405
"codex_18371",8635
"codex_18372",8079
"codex_18373",10811
"codex_18374",5949
"codex_18375",7421
